Punto S ,192,177,189486-Rx-H2.jpg,360,359
Punto N,277,153,189486-Rx-H2.jpg,360,359
Porion,156,200,189486-Rx-H2.jpg,360,359
Orbital,259,198,189486-Rx-H2.jpg,360,359
ENA,288,226,189486-Rx-H2.jpg,360,359
ENP,217,230,189486-Rx-H2.jpg,360,359
Punto A,282,236,189486-Rx-H2.jpg,360,359
Punto B,270,294,189486-Rx-H2.jpg,360,359
Pogonion,271,310,189486-Rx-H2.jpg,360,359
Gnation,267,318,189486-Rx-H2.jpg,360,359
Gonion,180,277,189486-Rx-H2.jpg,360,359
Punto S ,195,170,191521-Rx-H2.jpg,360,359
Punto N,287,163,191521-Rx-H2.jpg,360,359
Porion,158,200,191521-Rx-H2.jpg,360,359
Orbital,268,200,191521-Rx-H2.jpg,360,359
ENA,297,238,191521-Rx-H2.jpg,360,359
ENP,218,233,191521-Rx-H2.jpg,360,359
Punto A,291,246,191521-Rx-H2.jpg,360,359
Punto B,276,298,191521-Rx-H2.jpg,360,359
Pogonion,281,319,191521-Rx-H2.jpg,360,359
Gnation,274,330,191521-Rx-H2.jpg,360,359
Gonion,184,304,191521-Rx-H2.jpg,360,359
Punto S ,185,166,204526-Rx-H2.jpg,360,359
Punto N,284,152,204526-Rx-H2.jpg,360,359
Porion,153,199,204526-Rx-H2.jpg,360,359
Orbital,258,193,204526-Rx-H2.jpg,360,359
ENA,294,226,204526-Rx-H2.jpg,360,359
ENP,217,231,204526-Rx-H2.jpg,360,359
Punto A,287,236,204526-Rx-H2.jpg,360,359
Punto B,284,287,204526-Rx-H2.jpg,360,359
Pogonion,293,306,204526-Rx-H2.jpg,360,359
Gnation,289,316,204526-Rx-H2.jpg,360,359
Gonion,184,292,204526-Rx-H2.jpg,360,359
Punto S ,186,178,205744-Rx-H2.jpg,360,359
Punto N,276,160,205744-Rx-H2.jpg,360,359
Porion,157,202,205744-Rx-H2.jpg,360,359
Orbital,258,201,205744-Rx-H2.jpg,360,359
ENA,289,227,205744-Rx-H2.jpg,360,359
ENP,218,235,205744-Rx-H2.jpg,360,359
Punto A,284,237,205744-Rx-H2.jpg,360,359
Punto B,284,299,205744-Rx-H2.jpg,360,359
Pogonion,284,313,205744-Rx-H2.jpg,360,359
Gnation,278,322,205744-Rx-H2.jpg,360,359
Gonion,189,295,205744-Rx-H2.jpg,360,359
Punto S ,181,172,208065-Rx-H2.jpg,360,359
Punto N,262,151,208065-Rx-H2.jpg,360,359
Porion,152,197,208065-Rx-H2.jpg,360,359
Orbital,252,192,208065-Rx-H2.jpg,360,359
ENA,274,227,208065-Rx-H2.jpg,360,359
ENP,205,232,208065-Rx-H2.jpg,360,359
Punto A,274,238,208065-Rx-H2.jpg,360,359
Punto B,272,288,208065-Rx-H2.jpg,360,359
Pogonion,271,301,208065-Rx-H2.jpg,360,359
Gnation,265,313,208065-Rx-H2.jpg,360,359
